시군명,사업장명,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,폐업일자,소재지시설전화번호,소재지면적정보,도로명우편번호,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도,업태구분명정보,X좌표값,Y좌표값,문화체육업종명,공사립구분명,보험가입여부코드,회원모집총인원
부천시,코드핏 PT&Boxing,20210518,,13,영업중,,032-614-1176,,14730,"경기도 부천시 경인로 11, 3층 (송내동)",경기도 부천시 송내동 329-11 ,14730,37.4832808180,126.7565017643,,178392.287721677    ,442377.836136275    ,체력단련장업,사립,,
부천시,안녕휘트니스 상동역점,20190625,,13,영업중,,032-327-1848,,14543,"경기도 부천시 상동로 113, 승재프라자 301호 (상동)",경기도 부천시 상동 534-1 승재프라자 ,14543,37.5074691546,126.7530373273,,178093.382175696    ,445057.142147702    ,체력단련장업,사립,,
부천시,권짐,20200831,,13,영업중,,032-668-4666,,14713,"경기도 부천시 경인로216번길 27, 나노테마타운 4층 (심곡본동)",경기도 부천시 심곡본동 663-10 나노테마타운 ,14713,37.4820722302,126.7796551097,,180441.826298686    ,442234.660899353    ,체력단련장업,사립,,
부천시,상동점 스포애니 주)케이디스포츠,20140109,,13,영업중,,612-7600,,14621,"경기도 부천시 부일로 293, 지하1층 (상동, 씨케이타워)",경기도 부천시 상동 318-5 씨케이타워 지하1층 ,420811,37.4885924412,126.7626817680,,178951.603612517    ,442963.868596133    ,체력단련장업,사립,,0
부천시,비와이짐,20210304,,13,영업중,,,,14638,"경기도 부천시 부흥로 436, 4층 (심곡동)",경기도 부천시 심곡동 133-5 ,14638,37.4876473808,126.7878815168,,181171.246604463    ,442846.753505123    ,체력단련장업,사립,,
부천시,남스짐 옥길점,20210503,,13,영업중,,,,14786,"경기도 부천시 옥길로 124, 문영 퀸즈파크 C 801,802,803호 (옥길동)","경기도 부천시 옥길동 745-5 문영 퀸즈파크 C 801,802,803호 ",14786,37.4675034436,126.8233773790,,184290.454293518    ,440619.106823403    ,체력단련장업,사립,,
부천시,GM GYM(지엠짐2호점),20210827,,13,영업중,,,,14547,"경기도 부천시 석천로 180, 강림프라자 2층 202호 (중동)",경기도 부천시 중동 1158-14 강림프라자 ,14547,37.5033685778,126.7631700470,,178989.301350244    ,444599.3701034      ,체력단련장업,사립,,0
부천시,K.O GYM,20191115,,13,영업중,,032-220-9033,,14548,"경기도 부천시 중동로254번길 104, 호정프라자 303호 일부호 (중동)",경기도 부천시 중동 1138번지 호정프라자 ,14548,37.5014568841,126.7746095338,,180004.402820872    ,444392.402975307    ,체력단련장업,사립,,
부천시,신나라헬스,20010316,,13,영업중,,679-6200,,,"경기도 부천시 원종로 64 (원종동,4층)",경기도 부천시 원종동 313-10 4층 ,421820,37.5238057558,126.8069576913,,182864.109601021    ,446854.109066958    ,체력단련장업,사립,,0
부천시,비나이더 중동점,20020625,,13,영업중,,,,14548,"경기도 부천시 중동로 244, 401호 (중동, 상록센트럴타워)",경기도 부천시 중동 1152 상록센트럴타워 ,14548,37.5015303684,126.7690598060,,179509.015447808    ,444394.226137853    ,체력단련장업,사립,,
부천시,이케이짐,20140416,,13,영업중,,032-328-0415,,14546,"경기도 부천시 석천로177번길 39, 701,703호 (중동)","경기도 부천시 중동 1167-1번지 미라클타워 701,703호",420852,37.5032850,126.7606030,,178766.292772275,444599.470847282,체력단련장업,사립,,
부천시,토리짐,20081224,,13,영업중,,032-343-5552,,14671,"경기도 부천시 역곡로13번길 4, 4층 (역곡동)",경기도 부천시 역곡동 76-6 4층호,420100,37.4864029,126.8110177,,183225,442718,체력단련장업,사립,,
부천시,크로스핏킹콩,20180129,,13,영업중,,,,14641,"경기도 부천시 부천로 32, 민병철어학원 지층 (심곡동)",경기도 부천시 심곡동 164-4번지 민병철어학원,14641,37.4869590,126.7836538,,180800.018965108,442781.733427299,체력단련장업,사립,,
부천시,ARA 스포츠,20060626,,13,영업중,,032-675-2767,,14421,"경기도 부천시 원종로 119, 한은빌딩 (고강동)",경기도 부천시 고강동 305-9번지 한은빌딩 ,14421,37.5241491,126.8132628,,183428.081419866    ,446904.128300099    ,체력단련장업,사립,,
부천시,스포타임 휘트니스,20161227,,13,영업중,,032-614-3933,,14709,"경기도 부천시 경인로 203, 10층 (심곡본동, 서전빌딩)",경기도 부천시 심곡본동 534-14 서전빌딩 10층 ,14709,37.4837576269,126.7781572129,,180308.567374486    ,442418.415685527    ,체력단련장업,사립,,
부천시,그레이트짐,20180622,,13,영업중,,032-343-9682,,14704,"경기도 부천시 경인옛로 3, 소사메디파크 4층 (소사본동)",경기도 부천시 소사본동 70 소사메디파크 ,14704,37.4819286036,126.7931838853,,181632.549750655    ,442226.312646534    ,체력단련장업,사립,,0
부천시,피타짐,20170116,,13,영업중,,,,14598,"경기도 부천시 송내대로73번길 42 (상동, 반달빌딩)",경기도 부천시 상동 407-2번지 ,14598,37.4904275245,126.7518022919,,177985.168690008    ,443175.347072719    ,체력단련장업,사립,,
부천시,신중동점 스포애니 주)케이디스포츠,20140625,,13,영업중,,032-322-5508,,14580,"경기도 부천시 신흥로 169, 5층 (중동, 미림프라자오피스텔)",경기도 부천시 중동 1131-2 5층 ,420852,37.4987299745,126.7768365490,,180196.712150213    ,444081.150588902    ,체력단련장업,사립,,
부천시,크리스짐,20140116,,13,영업중,,032-326-4880,,14580,"경기도 부천시 조마루로285번길 60, 401,402호 (중동, 상지프라자)","경기도 부천시 중동 1134-1번지 상지프라자 401,402호",420852,37.4999802,126.7751342,,180051.291452653,444230.554131178,체력단련장업,사립,,
부천시,바나나짐,20120524,,13,영업중,,070-7361-8282,,14585,"경기도 부천시 부흥로 203, 4층 (중동, 세화빌딩)",경기도 부천시 중동 596-3번지 세화빌딩 4층,420844,37.4962037,126.7652736,,179178.679339411,443812.031604782,체력단련장업,사립,,
부천시,크로스핏 슈팅스타,20210811,,13,영업중,,,,14694,경기도 부천시 경인옛로 42 (소사본동),경기도 부천시 소사본동 133-1 ,14694,37.4804972868,126.7965112925,,181939.427188834    ,442044.621991471    ,체력단련장업,사립,,0
부천시,경희대 펀 태권도장,20161216,,13,영업중,,032-666-7657,,14731,"경기도 부천시 송내대로 16, 지107,108호 (송내동, 송내역파인푸르지오1단지)","경기도 부천시 송내동 315번지 송내역파인푸르지오1단지 G동 107,108호",14731,37.4854050,126.7542160,,178186,442562,체력단련장업,사립,,
부천시,코리아짐헬스,20050404,,13,영업중,,032-661-7755,,14631,"경기도 부천시 신흥로 84, 4층 (심곡동)",경기도 부천시 심곡동 448-9번지 4층,420828,37.4909579,126.7780789,,180309.640357507,443229.311997873,체력단련장업,사립,,
부천시,(주)타이거알유(중동점),20141113,,13,영업중,,032-327-6655,,14546,"경기도 부천시 소향로 101, 3층 (중동)",경기도 부천시 중동 1169-1번지 ,420852,37.5031727892,126.7586017157,,178590.136807516    ,444587.678199396    ,체력단련장업,사립,,
부천시,커브스상동클럽,20110324,,13,영업중,,,,14543,"경기도 부천시 상동로 113, 207호 (상동, 승재프라자)",경기도 부천시 상동 534-1번지 승재프라자 207호 ,420861,37.5073956566,126.7529669416,,178093.382175696    ,445057.142147702    ,체력단련장업,사립,,
부천시,B&R휘트니스,20130613,,13,영업중,,032-665-6989,,14559,"경기도 부천시 조마루로 387, 4층 (원미동)",경기도 부천시 원미동 48-4번지 4층,14559,37.4979843,126.7870141,,181100.670174005,444006.091555556,체력단련장업,사립,,
부천시,바디채널 역곡점,20090825,,13,영업중,,,,14676,"경기도 부천시 경인로 505, 201,202,209,210호 (괴안동, 역곡하이뷰)",경기도 부천시 괴안동 113-1 역곡하이뷰 ,14676,37.4844772194,126.8111216266,,183213.661946647    ,442488.860002467    ,체력단련장업,사립,,
부천시,청년피티 상동점,20160201,,13,영업중,,032-328-1212,,14542,"경기도 부천시 송내대로265번길 17, 효성프라자 601,602,608호 (상동)",경기도 부천시 상동 538-1 효성프라자 ,14542,37.5068602589,126.7579651035,,178530.926851355    ,444988.038613721    ,체력단련장업,사립,,
부천시,빅토리휘트니스,20111230,,13,영업중,,329-6688,,14593,"경기도 부천시 장말로 1, 301~302호 (상동)",경기도 부천시 상동 584-6번지 301~302호,420866,37.4939833,126.7420543,,177123.885450592,443571.253132436,체력단련장업,사립,,
부천시,더스타일휘트니스(주),20101004,,13,영업중,,032-327-9633,,14544,"경기도 부천시 상동로 87, 9층 (상동, 가나베스트타운)",경기도 부천시 상동 544-4번지 가나베스트타운 9층 ,420864,37.5051238603,126.7523524896,,178038.655072475    ,444806.206248168    ,체력단련장업,사립,,
부천시,(주)제이스,20100813,,13,영업중,,,,14543,"경기도 부천시 길주로 91, 6층 (상동)",경기도 부천시 상동 534-6번지 6층,420861,37.5062593,126.7524617,,178049.454958673,444933.273035294,체력단련장업,사립,,
부천시,팀에이치짐 부천역점,20120907,,13,영업중,,032-614-4459,,14711,경기도 부천시 심곡로9번길 47 (심곡본동),경기도 부천시 심곡본동 666-8 ,422825,37.4828597141,126.7787200744,,180359.276280072    ,442319.936948111    ,체력단련장업,사립,,
부천시,신라헬스크럽,19960829,,13,영업중,,325-6515,,14598,경기도 부천시 송내대로73번길 46 (상동),경기도 부천시 상동 407-1번지 ,420814,37.4905347530,126.7513835613,,177959.696278724    ,443175.867031985    ,체력단련장업,사립,,
부천시,바디앤댄스,20170224,,13,영업중,,,,14427,"경기도 부천시 소사로775번길 11, 2층 (원종동)",경기도 부천시 원종동 228-1번지 2층,14427,37.5251163,126.8042442,,182629,447028,체력단련장업,사립,,
부천시,유휘트니스,19980225,,13,영업중,,346-0623,,14677,"경기도 부천시 경인로 573, 오즈빌딩 (괴안동)",경기도 부천시 괴안동 188-7 오즈빌딩 ,14677,37.4872941795,126.8181540475,,183846.979909791    ,442802.636563811    ,체력단련장업,사립,,
부천시,Justin gym(저스틴짐),20181022,,13,영업중,,,,14548,"경기도 부천시 중동로248번길 31, 이스트타워 투 202호 (중동)",경기도 부천시 중동 1151-4번지 이스트타워 투 202호,14548,37.5017368,126.7703225,,179625.955544167,444425.270927817,체력단련장업,사립,,
부천시,바디채널 역곡역북부점,20060316,,13,영업중,,,,14670,"경기도 부천시 부일로 753, 로하스타워 9층 (역곡동)",경기도 부천시 역곡동 111-9 로하스타워 ,14670,37.4866620699,126.8132846378,,183413.577          ,442734.076          ,체력단련장업,사립,,0
부천시,웰헬스,20160707,,13,영업중,,,,14535,"경기도 부천시 신흥로 285, 2층 (중동)",경기도 부천시 중동 3-77번지 나성빌딩,14535,37.5089258,126.7744963,,179995.893655804,445222.182067653,체력단련장업,사립,,
부천시,예뻐짐,20160804,,13,영업중,,032-328-3939,,14546,"경기도 부천시 석천로169번길 30, 502-1호 (중동, 새롬프라자)",경기도 부천시 중동 1162-9번지 502-1호,14546,37.5029260,126.7612714,,178825.566504375,444559.229770851,체력단련장업,사립,,
부천시,릿짐,20160622,,13,영업중,,032-675-9679,,14483,"경기도 부천시 삼작로 292, 5층 (도당동)",경기도 부천시 도당동 131 ,14483,37.5199615981,126.7940361076,,181885.490325941    ,446623.010546168    ,체력단련장업,사립,,
부천시,주식회사 바디채널,20040623,,13,영업중,,325-4348,,14548,"경기도 부천시 중동로248번길 52, 네이버시티빌딩 801호 (중동)",경기도 부천시 중동 1145-2번지 네이버시티빌딩 801호,14548,37.5011176,126.7715797,,179736.598392164,444356.06633069,체력단련장업,사립,,
부천시,S맞춤운동센터,20171229,,13,영업중,,,,14742,"경기도 부천시 경인로1185번길 71-13, 1층 (송내동)",경기도 부천시 송내동 699-3번지 ,14742,37.4867859,126.7510795,,177919.758          ,442772.4845         ,체력단련장업,사립,,
부천시,다이어트팩토리,20151025,,13,영업중,,032-321-9679,,14543,"경기도 부천시 길주로77번길 19-6, 2층 (상동, 중앙프라자)",경기도 부천시 상동 532-17번지 2층 ,14543,37.5067873354,126.7507748691,,177899.502198503    ,444991.280650725    ,체력단련장업,사립,,
부천시,영 PT샵,20140926,,13,영업중,,,,14723,경기도 부천시 경인로 125 (송내동),경기도 부천시 송내동 554번지,422818,37.4843460,126.7694945,,179585.629603673,442495.618549197,체력단련장업,사립,,20
부천시,은성휘트니스 헬스,20041123,,13,영업중,,032-673-2353,,14480,"경기도 부천시 수도로 202, 은성프라자 4층 (도당동)",경기도 부천시 도당동 43-3번지 은성프라자 ,14480,37.5195369,126.7875177,,181150.875221151    ,446398.116618941    ,체력단련장업,사립,,
부천시,바디온짐,20180621,,13,영업중,,657-7080,,14611,"경기도 부천시 장말로 273, 유진빌딩 4층 (심곡동)",경기도 부천시 심곡동 308-17번지 유진빌딩,14611,37.4918479,126.7723772,,179804.534204918,443327.809880697,체력단련장업,사립,,
부천시,와이짐,20061007,,13,영업중,,032-655-5959,,14745,"경기도 부천시 성주로 86-10, 유진프라자 201,202호 (송내동)",경기도 부천시 송내동 450-3번지 송내동유진프라자 ,14745,37.4789600,126.7659613,,179235.279593801    ,441898.580336692    ,체력단련장업,사립,,
부천시,내추럴Gym,20171020,,13,영업중,,032-342-1410,,14762,"경기도 부천시 은성로 66, 3층 (소사본동)",경기도 부천시 소사본동 195-1번지 ,14762,37.4749834,126.7979331,,182061.340625875    ,441450.169839099    ,체력단련장업,사립,,
부천시,부천시청역점 스포애니 주)케이디스포츠,20150902,,13,영업중,,032-325-3374,,14538,"경기도 부천시 길주로 227, 5층 (중동, 성원빌딩)",경기도 부천시 중동 1035 성원빌딩 5층 ,14538,37.5046321204,126.7677850315,,179397.483289276    ,444740.176369038    ,체력단련장업,사립,,0
부천시,동네 헬스장,20170822,,13,영업중,,032-341-0304,,14770,"경기도 부천시 소사로 124, 3층 (소사본동)",경기도 부천시 소사본동 319-1 ,14770,37.4695032148,126.7969196727,,181966.560743974    ,440833.190897283    ,체력단련장업,사립,,0
부천시,YKGYM,20160309,,13,영업중,,032-326-9050,,14548,"경기도 부천시 중동로254번길 43, 3층 (중동)",경기도 부천시 중동 1147-10 3층호,14548,37.5023015730,126.7713376338,,179710.925721869    ,444478.492226898    ,체력단련장업,사립,,
부천시,M new GYM,20070920,,13,영업중,,654-7395,,,"경기도 부천시 성지로 111-1 (원종동,근상오피스(2,3층))","경기도 부천시 원종동 337-9번지 근상오피스(2,3층) ",421820,37.5290106764,126.8109313390,,183222.797833977    ,447445.544674667    ,체력단련장업,사립,,
부천시,AMG휘트니스 부천점,20140117,,13,영업중,,032-668-0023,,14749,"경기도 부천시 성주로 224, 3층 (심곡본동)",경기도 부천시 심곡본동 709 3층 ,422843,37.4781505603,126.7810047118,,180561.036395302    ,441796.674717204    ,체력단련장업,사립,,
부천시,크로스핏 거츠,20150306,,13,영업중,,,,14624,"경기도 부천시 부일로 226 (상동, 대명그린프라자)","경기도 부천시 상동 463 대명그린프라자 B01,B호",420816,37.4882198656,126.7550162583,,178264.428997       ,442917.930453243    ,체력단련장업,사립,,
부천시,GYM-S,20160406,,13,영업중,,032-654-2040,,14742,"경기도 부천시 송내대로 37, 5층 (송내동, 라라스타찌오네)",경기도 부천시 송내동 709-2번지,14742,37.4867895,126.7527755,,178070.088363716,442771.01806512,체력단련장업,사립,,
부천시,새싹피티,20141231,,13,영업중,,684-6604,,14475,"경기도 부천시 까치로 86, 3층 (작동)",경기도 부천시 작동 71-5번지 ,421825,37.5139572811,126.8067396260,,182847.932197062    ,445776.160653404    ,체력단련장업,사립,Y,
부천시,PT하기 좋은날,20180302,,13,영업중,,,,14624,"경기도 부천시 부일로 222, 유은빌딩 4층 501호 (상동)",경기도 부천시 상동 464-3번지 유은빌딩 ,14624,37.4882355371,126.7546428244,,178230.39982146     ,442920.103790718    ,체력단련장업,사립,,
부천시,바디와이짐,20110107,,13,영업중,,,,14408,경기도 부천시 고리울로40번길 13-13 (고강동),경기도 부천시 고강동 389-3번지 ,14408,37.5265400863,126.8211304930,,184123.949144556    ,447167.585314626    ,체력단련장업,사립,,
부천시,리볼트짐,20100422,,13,영업중,,672-5988,,,"경기도 부천시 소사로 851 (원종동,3층)",경기도 부천시 원종동 67-13 3층 ,421817,37.5319542421,126.8054788528,,182734.436807838    ,447762.813748331    ,체력단련장업,사립,,
부천시,부천YMCA,19991231,,13,영업중,,325-3100,,,경기도 부천시 석천로169번길 42  (중동),경기도 부천시 중동 1167-4번지,420852,37.5030146,126.7605474,,178761.334268195,444569.87777229,체력단련장업,사립,N,
부천시,포에버핏,20171117,,13,영업중,,032-255-1778,,14548,"경기도 부천시 길주로 276, 303호 (중동)",경기도 부천시 중동 1141-1번지 무광오피스텔 303호,14548,37.5027868,126.7727960,,179844.333207433,444543.688726088,체력단련장업,사립,,
부천시,뉴바디 여성전용휘트니스,20131018,,13,영업중,,032-329-7274,,14624,"경기도 부천시 부일로 224-14, 그랜드코아빌딩 701호 (상동)",경기도 부천시 상동 464-4 그랜드코아빌딩 701호,14624,37.4879920455,126.7546226209,,178228.294199286    ,442894.438511421    ,체력단련장업,사립,,
부천시,S휘트니스클럽,20141020,,13,영업중,,032-681-0809,,14408,"경기도 부천시 역곡로 488 (고강동, 한동빌딩)",경기도 부천시 고강동 349-1 ,421803,37.5281418632,126.8163450720,,183702.81522716     ,447334.343504243    ,체력단련장업,사립,,
부천시,더스토리짐,20150720,,13,영업중,,1644-5385,,14538,"경기도 부천시 길주로 237, 4층 406호 (중동, 중동메디칼)",경기도 부천시 중동 1035-3번지 406호,420848,37.5044008,126.7688553,,179497.814519982,444722.841384979,체력단련장업,사립,,
부천시,쏘마휘트니스,20030820,,13,영업중,,,,14623,"경기도 부천시 부일로 223, 지하1층 (상동, 투나쇼핑센타)",경기도 부천시 상동 461번지 지하1층 ,14623,37.4887590,126.7553017,,178293.171578447    ,442988.573961638    ,체력단련장업,사립,,
부천시,크라운짐휘트니스,20091229,,13,영업중,,,,14543,"경기도 부천시 상동로117번길 31, 501호 (상동, 대림타운)",경기도 부천시 상동 533-8 대림타운501호 ,420861,37.5076050541,126.7517235046,,177967.205          ,445073.215          ,체력단련장업,사립,,
부천시,유핏,20171205,,13,영업중,,,,14532,"경기도 부천시 옥산로 143-1, 2층 (도당동)",경기도 부천시 도당동 284-3번지 2층,14532,37.5063144,126.7799668,,180480.237876076,444933.069105288,체력단련장업,사립,,
부천시,인어스휘트니스 송내점,20021116,,13,영업중,,032-327-6733,,14598,"경기도 부천시 상일로 100, 송내부건프라자 7층 (상동)",경기도 부천시 상동 401-1번지 송내부건프라자 ,14598,37.4910969148,126.7530551761,,178104.816448862    ,443262.007578106    ,체력단련장업,사립,,
부천시,청년피티 중동점,20180618,,13,영업중,,,,14582,"경기도 부천시 부흥로315번길 58, 502호 (중동)",경기도 부천시 중동 1126-2 아이타운 502호,14582,37.4970383782,126.7773166872,,180237.205457176    ,443892.740929912    ,체력단련장업,사립,,
부천시,라이프휘트니스,20060829,,13,영업중,,032-684-2346,,,경기도 부천시 원종로 7 (원종동),경기도 부천시 원종동 206-3번지,421821,37.5241733,126.8007399,,182321.642664937,446909.965697285,체력단련장업,사립,,
부천시,바디채널휘트니스,20150727,,13,영업중,,0323258868,,14544,"경기도 부천시 상동로 83, 5층 (상동, 그랜드프라자)",경기도 부천시 상동 544-5번지 ,420864,37.5047364372,126.7523537842,,178039.045535241    ,444763.692436258    ,체력단련장업,사립,,
부천시,스퍼스짐,20110706,,13,영업중,,,,14548,"경기도 부천시 중동로254번길 19, 201,202호 (중동, 형신프라자)",경기도 부천시 중동 1150-11번지,14548,37.5024025,126.7698002,,179580.528495104,444500.348085493,체력단련장업,사립,,
부천시,ABS퍼스널트레이닝 상동점,20140516,,13,영업중,,,,14543,"경기도 부천시 길주로 81 (상동, 모건시티 206~207호)",경기도 부천시 상동 534-9번지 모건시티 206~207호,420861,37.5062301,126.7514440,,177957.847636454,444929.728058956,체력단련장업,사립,,
부천시,원바디짐,20070125,,13,영업중,,032-322-7995,,14534,"경기도 부천시 신흥로 250, 5층 (중동, 함천빌딩)",경기도 부천시 중동 1061-2번지 함천빌딩 5층,420849,37.5059010,126.7757948,,180110.191610894,444885.378210169,체력단련장업,사립,,
부천시,비비필라앤피티,20160713,,13,영업중,,,,14538,"경기도 부천시 길주로 199, 506호 (중동, 굿모닝프라자)",경기도 부천시 중동 1033-3번지 506호,14538,37.5049778,126.7644994,,179110.78,444788.26,체력단련장업,사립,,
부천시,짐 클래식(GYM classic),20160912,,13,영업중,,,,14676,"경기도 부천시 경인로 522, 위드프러스타워 2층 (괴안동)",경기도 부천시 괴안동 127-2 위드프러스타워 2층 ,14676,37.4845622946,126.8133491018,,183413.700249646    ,442503.184585407    ,체력단련장업,사립,,0
부천시,센터오브그래비티,20171019,,13,영업중,,,,14544,"경기도 부천시 소향로 35, 502호 (상동)",경기도 부천시 상동 546-10번지 월드프라자 502호,14544,37.5037346,126.7515541,,177966.007181258,444652.717557793,체력단련장업,사립,,
부천시,현대 휘트니스,20121009,,13,영업중,,032-344-1513,,14782,경기도 부천시 범안로 117 (범박동),경기도 부천시 범박동 155-2 ,422804,37.4712184042,126.8095922252,,183100.664895005    ,441020.497008529    ,체력단련장업,사립,,
부천시,월드헬스클럽,19971104,,13,영업중,,682-5508,,,경기도 부천시 소사로 745 (원종동),경기도 부천시 원종동 224-1번지,421821,37.5224767,126.8044322,,182646.74949482,446720.724655964,체력단련장업,사립,,
부천시,바디플라이짐,20130924,,13,영업중,,,,14598,"경기도 부천시 상일로94번길 13, 3층 (상동)",경기도 부천시 상동 404번지 3층 ,420814,37.4908710224,126.7527506287,,178069.121351496    ,443223.172959311    ,체력단련장업,사립,,
부천시,빠짐플러스,20150316,,13,영업중,,,,14442,"경기도 부천시 오정로 249, 2층 208호 (오정동, 오정프라자)",경기도 부천시 오정동 725번지 208호,421170,37.5297872,126.7859043,,181011.370020069,447534.611720786,체력단련장업,사립,,
부천시,광성스포츠센터,20090224,,13,영업중,,032-683-6666,,14527,"경기도 부천시 옥산로138번길 30, 지하1층 (춘의동, 광성프라자)",경기도 부천시 춘의동 127 광성프라자 지하1층 ,420858,37.5055031307,126.7819304398,,180647.099198885    ,444839.456807422    ,체력단련장업,사립,,
부천시,우먼아이엔지짐,20160205,,13,영업중,,032-673-1980,,14424,"경기도 부천시 소사로 754, 5층 (원종동)",경기도 부천시 원종동 280-12 ,14424,37.5232636848,126.8052086044,,182709.828046906    ,446799.000408607    ,체력단련장업,사립,,
부천시,바운드짐 중동역점,20141002,,13,영업중,,,,14722,"경기도 부천시 중동로 48, 9층 901호 (송내동)",경기도 부천시 송내동 373 ,14722,37.4844017893,126.7642273030,,179078.695210206    ,442487.211293609    ,체력단련장업,사립,,
부천시,RAD,20140317,,13,영업중,,032-346-8296,,14676,"경기도 부천시 경인로 520, 7층 (괴안동)",경기도 부천시 괴안동 127-1번지 7층,422826,37.4843426,126.8128773,,183385.368185267,442488.119297338,체력단련장업,사립,,
부천시,터짐,20160823,,13,영업중,,032-322-3219,,14537,"경기도 부천시 길주로 183, 지하층 B101호 (중동, 영라이프빌딩)",경기도 부천시 중동 1031-3번지 지하층B101호,14537,37.5051998,126.7629153,,178971.057845667,444811.384947537,체력단련장업,사립,,
부천시,엔조이 짐,20160603,,13,영업중,,,,14408,"경기도 부천시 역곡로482번길 22, 용일빌딩 (고강동)",경기도 부천시 고강동 371번지 용일빌딩 ,14408,37.5270651,126.8169660,,183775              ,447235              ,체력단련장업,사립,,
부천시,훈핏,20120120,,13,영업중,,,,14641,"경기도 부천시 부천로 52, 2층 (심곡동)",경기도 부천시 심곡동 161-1 ,14641,37.4888408213,126.7840129404,,180828.334492685    ,442982.215662185    ,체력단련장업,사립,,0
부천시,일죽스포렉스,20030820,,13,영업중,,032-673-8530,,,"경기도 부천시 소사로 802-1 (원종동,성운빌딩 5층)",경기도 부천시 원종동 231-14번지 성운빌딩 5층 ,421819,37.5276225965,126.8051313515,,182709.069675927    ,447290.717263567    ,체력단련장업,사립,,
부천시,대성헬스,19950315,,13,영업중,,032-348-3806,,14754,경기도 부천시 호현로 495 (소사본동),경기도 부천시 소사본동 94-1 ,14754,37.4817083652,126.7925299508,,181577.300782922    ,442183.835349346    ,체력단련장업,사립,,0
부천시,고짐(GO GYM),20020320,,13,영업중,,,,14608,"경기도 부천시 중동로 153, 6층 (중동)",경기도 부천시 중동 752-3번지 ,14608,37.4934315574,126.7667185103,,179304.579191881    ,443503.217192777    ,체력단련장업,사립,,
부천시,안래기 복싱클럽,20121018,,13,영업중,,032-346-7575,,,경기도 부천시 범안로 60  (괴안동),경기도 부천시 괴안동 155-6번지,422090,37.4762344,126.8077652,,182921.701245574,441608.453524556,체력단련장업,사립,,
부천시,짐타임피트니스,20110314,,13,영업중,,032-344-7888,,14676,"경기도 부천시 경인로 511, 9층 901호 (괴안동)",경기도 부천시 괴안동 113-8 대덕빌딩 9층 901호,422803,37.4846890672,126.8119001380,,183293.83598401     ,442516.963197419    ,체력단련장업,사립,,0
부천시,써클30,20160329,,35,직권말소,20200206,,,14542,"경기도 부천시 송내대로265번길 67, 303호 (상동, 월드컵타운)",경기도 부천시 상동 536-2번지 303호,14542,37.5071741539,126.7547433272,,178250.572342127    ,445031.744128927    ,체력단련장업,공립,,
부천시,요한헬스,19990624,,35,직권말소,20180710,676-9585,,14533,경기도 부천시 신흥로276번길 25 (중동),경기도 부천시 중동 3-51번지,420843,37.5075414,126.7761291,,,,체력단련장업,사립,,
부천시,썬헬스클럽,20050725,,35,직권말소,20110919,,,420840,"경기도 부천시 부천로90번길 8, 801호 (원미동, 아송메디칼프라자)",경기도 부천시 원미동 137-2번지 아송메디칼프라자 801호,420840,37.4919255,126.7847701,,180901.371688887,443334.838680773,체력단련장업,사립,,
부천시,오정헬스클럽,19980303,,35,직권말소,20200401,684-9228,,14434,경기도 부천시 오정로 254 (오정동),경기도 부천시 오정동 177-9번지 ,14434,37.5298164116,126.7870695636,,181108.659458801    ,447546.339486284    ,체력단련장업,사립,,
부천시,바디 마스터 휘트니스,20060710,,35,직권말소,20170623,032-348-2735,,,"경기도 부천시 소사로 184 (소사본동,3층)",경기도 부천시 소사본동 184-6번지 3층,422810,37.4745381,126.7957412,,181866.425242707,441401.846639428,체력단련장업,사립,,
부천시,우남휘트니스센터,20070405,,35,직권말소,20110711,345-7870,,,경기도 부천시 경인로 509  (괴안동),경기도 부천시 괴안동 113-6번지,422803,37.4845118,126.8116331,,183273.669232592,442505.483033388,체력단련장업,사립,,
부천시,아르바임,20160304,,35,직권말소,20220302,070-7375-1129,,14548,"경기도 부천시 중동로248번길 31, 402호 (중동, 이스트타워 투)",경기도 부천시 중동 1151-4 ,14548,37.5018178822,126.7703693716,,179625.955544167    ,444425.270927817    ,체력단련장업,사립,,0
부천시,라이더H.C스포츠,20111006,,35,직권말소,20170502,,,14544,"경기도 부천시 길주로 70, 203~204호 (상동, 강산타운)","경기도 부천시 상동 548-6번지 강산타운 203호,204호",420864,37.5052895,126.7497959,,177811.158884852,444823.621834056,체력단련장업,사립,,
부천시,원종헬스클럽,20120601,,35,직권말소,20161228,032-673-1425,,,"경기도 부천시 삼작로 400 (원종동,201호)",경기도 부천시 원종동 367번지 201호,421200,37.5195332,126.8060463,,182788.517818193,446395.561280041,체력단련장업,사립,,
부천시,(주)소풍스포츠센터,20090625,,35,직권말소,20170502,,,14545,"경기도 부천시 송내대로 239, 7C02호 (상동, 소풍)",경기도 부천시 상동 539-1번지 소풍 7C02호,420863,37.5040335,126.7565745,,178411.442063788,444684.40517583,체력단련장업,사립,,
부천시,히어로짐,20140610,,35,직권말소,20180426,032-344-1535,,14542,"경기도 부천시 길주로 125, 202호 (상동, 다승프라자)",경기도 부천시 상동 538-7번지 다승프라자 202호,420862,37.5060691,126.7562964,,178387.502328683,444910.026122598,체력단련장업,사립,,
