개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),문화체육업종명,공사립구분명,보험가입여부코드,지도자수,건축물동수,건축물연면적,회원모집총인원,세부업종명,법인명
3020000,CDFH3301062021000001,20210127,,1,영업/정상,13,영업중,,,,,7044078385,,,서울특별시 용산구 한남동 78 ,서울특별시 용산구 한남대로21길 27 지하1층 (한남동),4401,리콥 웰니스 프리미엄,2.02101E+13,I,2021.1.29 0:23,,200505.9577,447921.2019,체력단련장업,사립,,1,1,,,,
3020000,CDFH3301062016000002,20160704,,4,취소/말소/만료/정지/중지,35,직권말소,20190905,,,,02-797-6530,,,서울특별시 용산구 남영동 17-1번지 ,서울특별시 용산구 한강대로 296 지하1층 (남영동 참빛빌딩),4352,서울체대입시,2.01909E+13,U,2019.9.11 2:40,,197504.6479,449160.0219,체력단련장업,사립,,2,,4794.83,,,
3030000,CDFH3301061996000003,19961014,,3,폐업,3,폐업,20051226,,,,,,133835,서울특별시 성동구 성수동2가 315-69번지 ,서울특별시 성동구 연무장5가길 21  (성수동2가),,골드짐,2.00512E+13,I,2018.8.31 23:59,,204798.3278,449028.1976,체력단련장업,사립,0,2,,,,,
3030000,CDFH3301061996000004,19961128,,3,폐업,3,폐업,20070120,,,,253-4914,,133803,서울특별시 성동구 금호동2가 444번지 ,서울특별시 성동구 무수막길 93  (금호동2가),,장안,2.00707E+13,I,2018.8.31 23:59,,201686.1764,450202.3332,체력단련장업,사립,0,,,,,,
3030000,CDFH3301061997000001,19970107,,3,폐업,3,폐업,20060322,,,,,,133829,서울특별시 성동구 성수동2가 574-3번지 ,서울특별시 성동구 성덕정길 122  (성수동2가),,성수,2.00603E+13,I,2018.8.31 23:59,,204959.4038,448266.7312,체력단련장업,사립,0,,,,,,
3030000,CDFH3301061997000008,19970616,,3,폐업,3,폐업,20161227,,,,460-5741,,133832,서울특별시 성동구 성수동2가 281-18번지 ,서울특별시 성동구 동일로 151 (성수동2가),,앰코테크놀로지코리아헬스클럽,2.01612E+13,I,2018.8.31 23:59,,205789.1043,449431.6212,체력단련장업,사립,,,,,,,
3030000,CDFH3301062003000003,20030307,,3,폐업,3,폐업,20101121,,,,,,133775,서울특별시 성동구 행당동 347-40번지 대림리빙프라자 6층 ,,,대림헬스사우나,2.01101E+13,I,2018.8.31 23:59,,,,체력단련장업,사립,,,,,,,
3030000,CDFH3301062017000005,20170731,,3,폐업,3,폐업,20190809,,,,,,,서울특별시 성동구 옥수동 218-1번지 501-1호,서울특별시 성동구 한림말길 18 501-1호 (옥수동),4736,굿 케어 짐,2.01908E+13,U,2019.8.11 2:40,,201084.7096,448714.0388,체력단련장업,사립,,,,,,,
3030000,CDFH3301062015000005,20151127,,3,폐업,3,폐업,20210601,,,,2214-9426,,,서울특별시 성동구 용답동 235-10 지하1층 ,서울특별시 성동구 자동차시장1길 81 지하1층 (용답동 복합빌딩),4808,GT 휘트니스,2.02106E+13,U,2021.6.3 2:40,,205810.0192,450921.6871,체력단련장업,사립,,1,,4932.95,500,,
3030000,CDFH3301062001000002,20010801,,3,폐업,3,폐업,20090903,,,,2282-7007,,133839,서울특별시 성동구 옥수동 218-1번지 영도캐피탈 빌딩 7층 ,서울특별시 성동구 한림말길 18  (옥수동영도캐피탈 빌딩 7층),,파씨헬스클럽,2.00909E+13,I,2018.8.31 23:59,,201084.7096,448714.0388,체력단련장업,사립,,,,,,,
3030000,CDFH3301062001000003,20010927,,3,폐업,3,폐업,20081029,,,,2296-4133,,133840,서울특별시 성동구 옥수동 323-17번지 ,서울특별시 성동구 독서당로 226  (옥수동),,바디플러스휘트니스짐,2.00811E+13,I,2018.8.31 23:59,,201326.8437,449086.2307,체력단련장업,사립,0,1,,,,,
3030000,CDFH3301062002000002,20020626,,3,폐업,3,폐업,20090707,,,,2214-3354,,133848,서울특별시 성동구 용답동 69-4번지 은광빌딩 5층 ,서울특별시 성동구 천호대로 296  (용답동은광빌딩 5층),,클라젠여성전용헬스클럽,2.00907E+13,I,2018.8.31 23:59,,204625.9066,451523.174,체력단련장업,사립,,,,,,,
3030000,CDFH3301061997000003,19970218,,3,폐업,3,폐업,20110613,,,,252-4034,,133806,서울특별시 성동구 금호동3가 896번지 ,서울특별시 성동구 장터길 33  (금호동3가),,헬스투데이,2.01106E+13,I,2018.8.31 23:59,,201672.0594,449579.7682,체력단련장업,사립,0,,,,,,
3030000,CDFH3301061997000004,19970221,,3,폐업,3,폐업,20001130,,,,,,133831,서울특별시 성동구 성수동2가 275-5번지 ,,,삼흥,2.00302E+13,I,2018.8.31 23:59,,205471.611,448697.6694,체력단련장업,사립,,0,0,0,,,
3030000,CDFH3301062002000003,20020828,,3,폐업,3,폐업,20040130,,,,,,133815,서울특별시 성동구 마장동 774-2번지 ,서울특별시 성동구 마장로 284  (마장동),,삼성헬스,2.00401E+13,I,2018.8.31 23:59,,203575.889,451451.7326,체력단련장업,사립,0,,,,,,
3030000,CDFH3301061989000001,19891024,,3,폐업,3,폐업,20060116,,,,466-9845,,133837,서울특별시 성동구 송정동 87-17번지 ,서울특별시 성동구 동일로 259  (송정동),,스타육체미,2.00705E+13,I,2018.8.31 23:59,,206188.0038,450279.6468,체력단련장업,사립,0,,,,,,
3030000,CDFH3301061989000002,19891222,,3,폐업,3,폐업,20110530,,,,,,133882,서울특별시 성동구 도선동 289번지 4층 ,서울특별시 성동구 왕십리로 348  (도선동4층),,광우휄스,2.01105E+13,I,2018.8.31 23:59,,202727.017,451267.5169,체력단련장업,사립,0,,,,,,
3030000,CDFH3301061994000003,19941020,,3,폐업,3,폐업,20030514,,,,,,133815,서울특별시 성동구 마장동 772-4번지 ,서울특별시 성동구 마장로 301  (마장동),,태산헬스클럽,2.00305E+13,I,2018.8.31 23:59,,203727.5412,451575.0161,체력단련장업,사립,0,,,,,,
3030000,CDFH3301061990000001,19900105,,3,폐업,3,폐업,20071126,,,,292-7826,,133866,서울특별시 성동구 행당동 158-44번지 ,서울특별시 성동구 마조로1길 2  (행당동),,썬버드헬스,2.00711E+13,I,2018.8.31 23:59,,203501.0319,450680.5189,체력단련장업,사립,0,,,,,,
3030000,CDFH3301062013000001,20130531,,3,폐업,3,폐업,20190923,,,,2295-3395,,133845,서울특별시 성동구 옥수동 518-9번지 ,서울특별시 성동구 매봉길 13 (옥수동),4733,리더스 위더스 퍼스널 트레이닝 스튜디오,2.01909E+13,U,2019.9.25 2:40,,201351.2623,449424.0104,체력단련장업,사립,,1,,,,,
3030000,CDFH3301061997000009,19970619,,3,폐업,3,폐업,20010313,,,,,,133819,서울특별시 성동구 성수동1가 274-4번지 ,서울특별시 성동구 뚝섬로4길 11  (성수동1가),,파워헬스,2.00302E+13,I,2018.8.31 23:59,,204358.5246,448559.5311,체력단련장업,사립,,0,0,0,,,
3030000,CDFH3301061997000010,19970704,,3,폐업,3,폐업,20070530,,,,294-0964,,133809,서울특별시 성동구 금호동4가 1483번지 ,서울특별시 성동구 동호로 99  (금호동4가),,동호헬스,2.00705E+13,I,2018.8.31 23:59,,201284.6117,449529.8716,체력단련장업,사립,0,,,,,,
3030000,CDFH3301062013000002,20130927,,3,폐업,3,폐업,20150129,,,,,,133091,서울특별시 성동구 금호동1가 633번지 벽산하이피아 207-217호 ,서울특별시 성동구 금호로 102 207-217호 (금호동1가 벽산하이피아),133091,식스팀골프&휘트니스,2.01501E+13,I,2018.8.31 23:59,,202326.4709,449954.6831,체력단련장업,사립,,,,,,,
3030000,CDFH3301061999000001,19990324,,3,폐업,3,폐업,20061206,,,,,,133858,서울특별시 성동구 하왕십리동 983-1번지 ,,,신영스포츠,2.00612E+13,I,2018.8.31 23:59,,202550.6841,450980.6711,체력단련장업,사립,0,,,,,,
3030000,CDFH3301061999000002,19990506,,3,폐업,3,폐업,20060613,,,,,,133800,서울특별시 성동구 금호동1가 168-38번지 ,,,명문체력단련장,2.00606E+13,I,2018.8.31 23:59,,202105.5222,450442.9877,체력단련장업,사립,0,,,,,,
3030000,CDFH3301061999000003,19990724,,3,폐업,3,폐업,20051206,,,,,,133836,서울특별시 성동구 송정동 66-263번지 ,서울특별시 성동구 광나루로 307  (송정동),,영헬스크럽,2.00512E+13,I,2018.8.31 23:59,,205587.8739,449571.0909,체력단련장업,사립,0,,,,,,
3030000,CDFH3301062000000001,20000328,,3,폐업,3,폐업,20181106,,,,2297-6777,,133862,서울특별시 성동구 행당동 31-7번지 ,서울특별시 성동구 왕십리로 227  (행당동),,한양헬스클럽,2.01811E+13,U,2018.11.8 2:37,,203635.3743,450552.5725,체력단련장업,사립,0,,,152,,,
3030000,CDFH3301062000000002,20000706,,3,폐업,3,폐업,20001217,,,,,,133820,서울특별시 성동구 성수동1가 144-7번지 2층 ,서울특별시 성동구 둘레3길 17  (성수동1가2층),,챔피온헬스클럽,2.00302E+13,I,2018.8.31 23:59,,204090.0376,448499.5624,체력단련장업,사립,,0,0,0,,,
3030000,CDFH3301062000000003,20000922,,3,폐업,3,폐업,20080418,,,,466-7399,,133819,서울특별시 성동구 성수동1가 289번지 ,서울특별시 성동구 성덕정길 71  (성수동1가),,킹헬스클럽,2.00804E+13,I,2018.8.31 23:59,,204468.6286,448435.2124,체력단련장업,사립,0,,,,,,
3030000,CDFH3301062005000004,20051013,,3,폐업,3,폐업,20060524,,,,469-3817,,133837,서울특별시 성동구 송정동 96-1번지 ,서울특별시 성동구 동일로 281  (송정동),,웰빙헬스나라,2.01105E+13,I,2018.8.31 23:59,,206281.0782,450485.0409,체력단련장업,사립,0,,1,492.48,,,
3030000,CDFH3301062011000003,20110919,,3,폐업,3,폐업,20171103,,,,461-8815,,133827,서울특별시 성동구 성수동2가 308-4번지 코오롱타워 1차 B동 104호 ,서울특별시 성동구 성수일로4길 25 (성수동2가코오롱타워 1차 B동 104호),,라이프짐,2.01711E+13,I,2018.8.31 23:59,,204522.0961,448925.4219,체력단련장업,사립,,,,,,,
3030000,CDFH3301062012000001,20120209,,3,폐업,3,폐업,20180601,,,,,,133834,서울특별시 성동구 성수동2가 289-211번지 ,서울특별시 성동구 성수일로12길 34  (성수동2가),,뉴바디 휘트니스,2.01806E+13,I,2018.8.31 23:59,,204735.9699,449479.094,체력단련장업,사립,,1,,,,,
3030000,CDFH3301062007000001,20070810,,3,폐업,3,폐업,20121214,,,,,,133867,서울특별시 성동구 행당동 287-15번지 지하1층 ,서울특별시 성동구 왕십리로 309  (행당동지하1층),,이스타 클럽,2.01212E+13,I,2018.8.31 23:59,,202988.2996,450991.6958,체력단련장업,사립,0,1,1,18888,,,
3030000,CDFH3301062008000002,20081212,,3,폐업,3,폐업,20090120,,,,02-467-2466,,133829,서울특별시 성동구 성수동2가 574-5번지 지층 ,서울특별시 성동구 성덕정길 120  (성수동2가지층),,헬스 짐,2.00902E+13,I,2018.8.31 23:59,,204939.3264,448272.5316,체력단련장업,사립,0,,,,,,
3030000,CDFH3301062009000002,20090817,,3,폐업,3,폐업,20130814,,,,,,133091,서울특별시 성동구 금호동1가 663번지 벽산하이피아 상가 2층 207~213호 ,,,타이거골프&휘트니스,2.01308E+13,I,2018.8.31 23:59,,,,체력단련장업,사립,,,1,,,,
3030000,CDFH3301062009000003,20091104,,3,폐업,3,폐업,20190304,,,,02-3408-9400,,133832,서울특별시 성동구 성수동2가 277-70번지 4층5층67층 ,서울특별시 성동구 성수이로22길 60  (성수동2가4층5층67층),,케이투 씨앤에프(K2 C&F),2.01903E+13,U,2019.3.6 2:40,,205522.4444,448947.3371,체력단련장업,사립,,,1,5598.36,,,
3030000,CDFH3301062004000006,20040922,,3,폐업,3,폐업,20130423,,,,(02)2296-6813,,133866,서울특별시 성동구 행당동 192-29번지 성동샤르망 301307308호,서울특별시 성동구 고산자로 284  301307308호 (행당동성동샤르망),,에덴에있는휘트니스클럽,2.01304E+13,I,2018.8.31 23:59,,203182.5939,451405.1836,체력단련장업,사립,0,2,1,15369,,,
3030000,CDFH3301062004000008,20041019,,3,폐업,3,폐업,20090806,,,,2282-1253,,133865,서울특별시 성동구 행당동 147-1번지 지층 ,,,임페리얼헬스아카데미,2.00909E+13,I,2018.8.31 23:59,,203129.4661,450968.684,체력단련장업,사립,,,1,2905.01,,,
3030000,CDFH3301062020000004,20200316,,3,폐업,3,폐업,20220121,,,,070-8959-9625,,,서울특별시 성동구 상왕십리동 14-20 삼공빌딩 ,서울특별시 성동구 청계천로 422 삼공빌딩 지하1층 (상왕십리동),4700,winsome,2.02201E+13,U,2022.1.23 2:40,,202042.3528,452095.5341,체력단련장업,사립,,0,0,0,0,,
3030000,CDFH3301061995000003,19950919,,3,폐업,3,폐업,20061226,,,,,,133834,서울특별시 성동구 성수동2가 289-20번지 ,서울특별시 성동구 아차산로7길 21  (성수동2가),,경희레포츠센타,2.00612E+13,I,2018.8.31 23:59,,204764.6581,449437.6283,체력단련장업,사립,0,,,,,,
3030000,CDFH3301062019000002,20190308,,1,영업/정상,13,영업중,,,,,,,,서울특별시 성동구 성수동2가 284-62 ,서울특별시 성동구 성수일로10길 26 204호 (성수동2가),4793,나의 근육 사용설명서,2.02202E+13,U,2022.2.9 2:40,,204607.5489,449380.3248,체력단련장업,사립,,1,,,,,
3030000,CDFH3301062019000004,20190327,,1,영업/정상,13,영업중,,,,,02-2233-1525,,,서울특별시 성동구 도선동 402 승우카센타 ,서울특별시 성동구 무학로 8 승우카센타 지하1층 (도선동),4707,크로스핏 아띠,2.02012E+13,U,2021.1.2 2:40,,202619.7181,451383.8498,체력단련장업,사립,,,,,,,
3030000,CDFH3301062019000001,20190304,,1,영업/정상,13,영업중,,,,,02-461-4406,,,서울특별시 성동구 성수동2가 289-8 ,서울특별시 성동구 성수이로 127 2층 202203호 (성수동2가),4794,비 스튜디오(Be studio),2.02007E+13,U,2020.7.30 2:40,,205001.3306,449340.3011,체력단련장업,사립,,1,,,,,
3030000,CDFH3301062019000007,20190925,,1,영업/정상,13,영업중,,,,,,,,서울특별시 성동구 성수동1가 656-75 ,서울특별시 성동구 왕십리로 115 9층 905호 (성수동1가),4768,(주)프롬더바디,2.02007E+13,U,2020.7.30 2:40,,203835.0011,449508.1162,체력단련장업,사립,,1,,,,,
3120000,CDFH3301062022000007,20220613,,1,영업/정상,13,영업중,,,,,,,,서울특별시 서대문구 연희동 137-15,서울특별시 서대문구 연희맛로 32 지하1층 (연희동),3708,플렉스피티,2.02206E+13,I,2021.12.5 23:05,,193812.5121,451704.4393,,,,,,,,,
3030000,CDFH3301062019000006,20190823,,1,영업/정상,13,영업중,,,,,02-2292-1019,,,서울특별시 성동구 옥수동 218-1 ,서울특별시 성동구 한림말길 18 501-1호 (옥수동),4736,힐앤핏,2.02007E+13,U,2020.7.30 2:40,,201084.7096,448714.0388,체력단련장업,사립,,1,,2905.41,,,
3030000,CDFH3301062019000008,20191011,,1,영업/정상,13,영업중,,,,,02-2295-0408,,,서울특별시 성동구 옥수동 563 ,서울특별시 성동구 매봉길 48 지하2층 201~204 206207호 (옥수동),4733,더블에이피트니스,2.02007E+13,U,2020.7.30 2:40,,201174.5251,449381.8299,체력단련장업,사립,,1,,,,,
3030000,CDFH3301062019000009,20191011,,1,영업/정상,13,영업중,,,,,02-567-8857,,,서울특별시 성동구 성수동2가 280-38 아인빌딩 ,서울특별시 성동구 광나루로 286 아인빌딩 6층 (성수동2가),4796,(주)스포티즌 엑시온점,2.02011E+13,U,2020.11.19 2:40,,205346.2466,449493.8451,체력단련장업,사립,,1,,,,,
3030000,CDFH3301062019000010,20191106,,1,영업/정상,13,영업중,,,,,070-8158-0726,,,서울특별시 성동구 옥수동 284-14 동호빌딩 ,서울특별시 성동구 독서당로 212 동호빌딩 (옥수동),4734,운동연구소,2.02007E+13,U,2020.7.30 2:40,,201202.2083,449016.7911,체력단련장업,사립,,1,,1331.65,,,
3030000,CDFH3301062022000002,20220208,,1,영업/정상,13,영업중,,,,,,,,서울특별시 성동구 성수동2가 317-4 청운재 ,서울특별시 성동구 연무장11길 15 청운재 지하1층 (성수동2가),4783,핏바디짐,2.02202E+13,I,2022.2.10 0:22,,204993.1902,449015.5296,체력단련장업,사립,,0,0,2667.53,0,,
3030000,CDFH3301062022000003,20220317,,1,영업/정상,13,영업중,,,,,222929722,,,서울특별시 성동구 옥수동 323-17 조을빌딩 ,서울특별시 성동구 독서당로 226 조을빌딩 2층 (옥수동),4735,바른핏,2.02203E+13,I,2022.3.19 0:22,,201326.8437,449086.2307,체력단련장업,사립,,0,0,2299.32,0,,
3030000,CDFH3301062015000002,20150522,,1,영업/정상,13,영업중,,,,,02-2299-9688,,,서울특별시 성동구 행당동 17 ,서울특별시 성동구 왕십리로 222 (행당동 한양대역),4763,건강과땀 휘트니스센타,2.02007E+13,U,2020.7.30 2:40,,203684.1272,450698.5708,체력단련장업,사립,,2,1,,,,
3030000,CDFH3301062015000003,20151008,,1,영업/정상,13,영업중,,,,,02-2292-2296,,,서울특별시 성동구 금호동1가 481-5 ,서울특별시 성동구 행당로 6 (금호동1가 신세계오피스텔),4727,인피니티 퍼스널 트레이닝,2.02007E+13,U,2020.7.30 2:40,,201772.8071,450250.3664,체력단련장업,사립,,1,1,2823.09,,,
3030000,CDFH3301062017000002,20170306,,1,영업/정상,13,영업중,,,,,02-2295-9811,,,서울특별시 성동구 하왕십리동 700 ,서울특별시 성동구 왕십리로 410 L동 314호 외 1호 (하왕십리동 센트라스),4701,센트라스 투엑스 주식회사,2.02007E+13,U,2020.7.30 2:40,,202310.0242,451594.7072,체력단련장업,사립,,2,,,,,
3030000,CDFH3301062017000003,20170309,,1,영업/정상,13,영업중,,,,,02-6487-9008,,,서울특별시 성동구 성수동1가 13-155 ,서울특별시 성동구 상원길 46 (성수동1가),4790,D_GYM,2.02007E+13,U,2020.7.30 2:40,,204219.2534,449539.5168,체력단련장업,사립,,1,,,,,
3030000,CDFH3301062017000004,20170531,,1,영업/정상,13,영업중,,,,,02-2297-1330,,,서울특별시 성동구 금호동4가 544 ,서울특별시 성동구 독서당로 302 3층 (금호동4가),4737,커브스 금호클럽,2.02007E+13,U,2020.7.30 2:40,,201939.3501,449482.9784,체력단련장업,사립,,,,,,,
3030000,CDFH3301062017000006,20171124,,1,영업/정상,13,영업중,,,,,02-466-3631,,,서울특별시 성동구 성수동1가 13-135 ,서울특별시 성동구 상원길 52 B1층 (성수동1가),4790,테라피티,2.02007E+13,U,2020.7.30 2:40,,204205.0842,449596.4436,체력단련장업,사립,,,,,,,
3030000,CDFH3301062018000001,20180430,,1,영업/정상,13,영업중,,,,,222969690,,,서울특별시 성동구 금호동4가 56-1 힐스테이트 금호 B1층 20-8호 20-9호 상가동 ,서울특별시 성동구 독서당로 344 힐스테이트 금호 상가동 B1층 20-8호 20-9호 (금호동4가),4743,위드짐 금호점(WITHGYM),2.02007E+13,U,2020.7.30 2:40,,202188.3039,449262.3546,체력단련장업,사립,,,,,,,
3030000,CDFH3301062015000004,20151127,,1,영업/정상,13,영업중,,,,,2295-0123,,,서울특별시 성동구 옥수동 244-11 4층 ,서울특별시 성동구 독서당로 194-1 4층 (옥수동 골든게이트),4734,피네테스,2.02007E+13,U,2020.7.30 2:40,,201059.7038,448944.2182,체력단련장업,사립,,1,1,637.68,,,
3030000,CDFH3301062016000001,20160418,,1,영업/정상,13,영업중,,,,,02-499-9664,,,서울특별시 성동구 성수동1가 13-436 ,서울특별시 성동구 상원6길 5 B1층 (성수동1가),4790,허니바디 스포츠,2.02007E+13,U,2020.7.30 2:40,,204235.8382,449596.8234,체력단련장업,사립,,1,,,,,
3030000,CDFH3301062018000002,20180525,,1,영업/정상,13,영업중,,,,,222824123,,,서울특별시 성동구 홍익동 396-1번지 김원자산부인과 2층 ,서울특별시 성동구 무학로 18 김원자산부인과 2층 (홍익동),4707,메디앤핏,2.02001E+13,U,2020.1.12 2:40,,202608.8966,451498.516,체력단련장업,사립,,,,,,,
3030000,CDFH3301062018000003,20180608,,1,영업/정상,13,영업중,,,,,,,,서울특별시 성동구 성수동1가 685-450번지 ,서울특별시 성동구 서울숲2길 18-11 2층 (성수동1가),4768,(주)넉아웃,2.01905E+13,U,2019.5.23 2:40,,203520.3517,449396.2904,체력단련장업,사립,,1,,,,,
3030000,CDFH3301062000000005,20001227,,1,영업/정상,13,영업중,,,,,2298-7071,,,서울특별시 성동구 금호동4가 800 대우(아)상가 201호 ,서울특별시 성동구 독서당로 272 상가동 201호 (금호동4가 금호동 대우아파트),4738,AII For U GYM,2.02108E+13,U,2021.8.21 2:40,,201669.8036,449301.4515,체력단련장업,사립,,,,,,,
3030000,CDFH3301062016000004,20160518,,1,영업/정상,13,영업중,,,,,02-3395-9777,,,서울특별시 성동구 행당동 128-22 ,서울특별시 성동구 왕십리로 257 지하1층 (행당동),4745,레이 휘트니스,2.02011E+13,U,2020.11.11 2:40,,203353.4755,450634.474,체력단련장업,사립,,2,,2856.11,,,
3030000,CDFH3301062016000005,20161004,,1,영업/정상,13,영업중,,,,,,,,서울특별시 성동구 성수동2가 289-257번지 ,서울특별시 성동구 성수일로8길 55 (성수동2가),4794,이루어짐 헬스,2.01709E+13,I,2018.8.31 23:59,,204939.1558,449221.7735,체력단련장업,사립,,,,,,,
3030000,CDFH3301062016000006,20161207,,1,영업/정상,13,영업중,,,,,02-2282-2226,,,서울특별시 성동구 옥수동 528 ,서울특별시 성동구 매봉길 50 상가동 106호107호 (옥수동 옥수파크힐스),4731,바른몸 PT STUDIO,2.02007E+13,U,2020.7.30 2:40,,201157.8773,449563.28,체력단련장업,사립,,,,,,,
3030000,CDFH3301062018000004,20180622,,1,영업/정상,13,영업중,,,,,234091112,,,서울특별시 성동구 성수동2가 315-4번지 MG빌딩 B1층 ,서울특별시 성동구 성수이로 89 MG빌딩 B1층 (성수동2가),4782,탑핏(TOPFIT),2.01806E+13,I,2018.8.31 23:59,,204905.9384,448974.4471,체력단련장업,사립,,,,,,,
3030000,CDFH3301062013000003,20131203,,1,영업/정상,13,영업중,,,,,02-2297-1252,,133867,서울특별시 성동구 행당동 286-18 ,서울특별시 성동구 왕십리로21길 6 (행당동),4714,스타트짐,2.02007E+13,U,2020.7.30 2:40,,202878.7116,451058.2622,체력단련장업,사립,,,,,,,
3130000,CDFH3301062022000013,20220831,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 서교동 354-8 LAB7,서울특별시 마포구 양화로 122 LAB7 지하1층 (서교동),4038,포유더프라이빗,2.02208E+13,I,2021.12.9 0:03,,192912.1548,450205.1988,,,,,,,,,
3030000,CDFH3301062014000003,20140401,,1,영업/정상,13,영업중,,,,,02-462-9679,,133120,서울특별시 성동구 성수동2가 289-20 ,서울특별시 성동구 아차산로7길 21 2층 (성수동2가),4793,퀸스테이지,2.02007E+13,U,2020.7.30 2:40,,204764.6581,449437.6283,체력단련장업,사립,,2,,,,,
3030000,CDFH3301062016000002,20160421,,1,영업/정상,13,영업중,,,,,02.2297-6865,,,서울특별시 성동구 금호동1가 633,서울특별시 성동구 금호로 100 상가동 210~216호 (금호동1가 벽산아파트),4718,BAN(반),2.02209E+13,U,2021.12.8 21:00,,202326.4709,449954.6831,,,,,,,,,
3030000,CDFH3301062017000001,20170125,,1,영업/정상,13,영업중,,,,,02-499-9686,,,서울특별시 성동구 송정동 92-25 경한빌딩 ,서울특별시 성동구 동일로 273 경한빌딩 23층 (송정동),4800,피트니스 에이치(Fitness. H),2.02007E+13,U,2020.7.30 2:40,,206243.875,450406.274,체력단련장업,사립,,,,1184.2,,,
3030000,CDFH3301062014000005,20141112,,1,영업/정상,13,영업중,,,,,,,133010,서울특별시 성동구 상왕십리동 8-9번지 ,서울특별시 성동구 마장로19길 29 221동 1층 240호 (상왕십리동),4700,MSC,2.01411E+13,I,2018.8.31 23:59,,202301.0104,452294.74,체력단련장업,사립,,,,,,,
3030000,CDFH3301062015000001,20150506,,1,영업/정상,13,영업중,,,,,02-462-5099,,133835,서울특별시 성동구 성수동2가 314-5 광명타워 지하2호호,서울특별시 성동구 아차산로 92 (성수동2가),4782,에코 휘트니스,2.02007E+13,U,2020.7.30 2:40,,204727.7176,449179.3257,체력단련장업,사립,,1,1,6795.47,,,
3030000,CDFH3301062005000003,20050618,,1,영업/정상,13,영업중,,,,,02-2282-6027,,,서울특별시 성동구 마장동 791-1 ,서울특별시 성동구 마장로 302 지하12층 (마장동),4758,라온 휘트니스,2.02108E+13,U,2021.8.14 2:40,,203749.9937,451516.5016,체력단련장업,사립,,2,1,,,,
3030000,CDFH3301062006000001,20060104,,1,영업/정상,13,영업중,,,,,461-0828,,,서울특별시 성동구 성수동2가 315-69 홍일빌딩 ,서울특별시 성동구 연무장5가길 21 홍일빌딩 지하2층 (성수동2가),4782,웰트짐,2.02007E+13,U,2020.7.30 2:40,,204798.3278,449028.1976,체력단련장업,사립,,1,1,986.76,,,
3120000,CDFH3301062022000009,20220901,,1,영업/정상,13,영업중,,,,,,,,서울특별시 서대문구 창천동 31-21,서울특별시 서대문구 명물1길 16 234층 (창천동),3776,Holy fit(홀리핏),2.0221E+13,U,2021.10.30 23:05,,194393.494,450666.4241,,,,,,,,,
3180000,CDFH3301062022000027,20221021,,1,영업/정상,13,영업중,,,,,,,,서울특별시 영등포구 문래동3가 77-30 3층,서울특별시 영등포구 선유로 42 3층 (문래동3가),7295,육체미공작소,2.0221E+13,I,2021.10.30 22:03,,190130.5394,446164.8961,,,,,,,,,
3030000,CDFH3301062010000002,20100311,,1,영업/정상,13,영업중,,,,,02-2235-0907,,,서울특별시 성동구 금호동3가 1331 두산아파트 상가동 4층 ,서울특별시 성동구 동호로 102 4층 (금호동3가 두산아파트상가),4724,팀키스,2.02007E+13,U,2020.7.30 2:40,,201383.0237,449744.2805,체력단련장업,사립,,1,,4863.57,,,
3030000,CDFH3301062010000004,20101231,,1,영업/정상,13,영업중,,,,,02-463-5790,,,서울특별시 성동구 성수동1가 706 쌍용아파트 ,서울특별시 성동구 상원길 63 A동 지하1층 01호 (성수동1가 쌍용아파트),4788,노블휘트니스,2.02007E+13,U,2020.7.30 2:40,,204093.3963,449695.0841,체력단련장업,사립,,1,,,,,
3040000,CDFH3301061995000005,19950428,,3,폐업,3,폐업,20010127,,,,457-9984,,143888,서울특별시 광진구 중곡동 93-46번지 ,서울특별시 광진구 용마산로 8  (중곡동),,쾌남헬스,2.00305E+13,I,2018.8.31 23:59,,207771.33,450223.7536,체력단련장업,사립,,0,0,0,,,
3030000,CDFH3301062011000001,20110311,,1,영업/정상,13,영업중,,,,,02-2281-7005,,,서울특별시 성동구 행당동 347 행당동 대림아파트 ,서울특별시 성동구 행당로 75 행당동 대림아파트 6층 (행당동),4713,고릴라 멀티짐,2.02007E+13,U,2020.7.30 2:40,,202326.503,450625.5842,체력단련장업,사립,Y,1,,,1000,,
3030000,CDFH3301062011000002,20110613,,1,영업/정상,13,영업중,,,,,02-6389-0079,,,서울특별시 성동구 도선동 58-1 ,서울특별시 성동구 왕십리로 326 지하1층 (도선동),4709,왕십리역점 스포애니 주)케이디스포츠,2.02202E+13,U,2022.2.18 2:40,,202932.382,451169.5243,체력단련장업,사립,,2,,,,,
3030000,CDFH3301062012000003,20120912,,1,영업/정상,13,영업중,,,,,,,,서울특별시 성동구 옥수동 560 옥수 어울림 ,서울특별시 성동구 독서당로40길 39 옥수 어울림 (옥수동),4739,센트리얼 휘트니스 옥수점,2.02007E+13,U,2020.7.30 2:40,,201538.0561,448894.7552,체력단련장업,사립,,2,,,,,
